event_id,user_id,event_name,event_time
89,30,visit,"2024-01-24 00:00:00"
90,30,visit,"2024-01-15 00:00:00"
91,31,visit,"2023-09-08 00:00:00"
92,31,visit,"2023-09-08 00:00:00"
93,31,visit,"2023-09-04 00:00:00"
94,32,visit,"2023-05-15 00:00:00"
95,32,visit,"2023-05-21 00:00:00"
96,32,visit,"2023-05-17 00:00:00"
97,33,visit,"2023-05-29 00:00:00"
98,33,visit,"2023-06-05 00:00:00"
99,33,visit,"2023-05-28 00:00:00"
100,34,visit,"2024-05-08 00:00:00"
101,34,visit,"2024-05-07 00:00:00"
102,34,visit,"2024-05-10 00:00:00"
103,35,visit,"2023-05-17 00:00:00"
104,35,visit,"2023-05-13 00:00:00"
105,35,visit,"2023-05-16 00:00:00"
106,36,visit,"2023-04-04 00:00:00"
107,36,visit,"2023-03-28 00:00:00"
108,36,visit,"2023-03-27 00:00:00"
109,37,visit,"2024-02-15 00:00:00"
110,37,visit,"2024-02-14 00:00:00"
111,37,visit,"2024-02-15 00:00:00"
112,38,visit,"2024-01-07 00:00:00"
113,38,visit,"2024-01-09 00:00:00"
114,38,visit,"2024-01-10 00:00:00"
115,39,visit,"2023-03-04 00:00:00"
116,39,visit,"2023-03-03 00:00:00"
117,39,visit,"2023-02-26 00:00:00"
118,40,visit,"2023-07-08 00:00:00"
119,40,visit,"2023-07-07 00:00:00"
120,40,visit,"2023-07-07 00:00:00"
121,41,visit,"2023-12-19 00:00:00"
122,41,visit,"2023-12-14 00:00:00"
123,41,visit,"2023-12-15 00:00:00"
124,42,visit,"2024-03-31 00:00:00"
125,42,visit,"2024-03-28 00:00:00"
126,42,visit,"2024-03-29 00:00:00"
127,43,visit,"2023-07-06 00:00:00"
128,43,visit,"2023-07-02 00:00:00"
129,43,visit,"2023-07-01 00:00:00"
130,44,visit,"2023-10-30 00:00:00"
131,44,visit,"2023-10-31 00:00:00"
132,44,visit,"2023-10-26 00:00:00"
133,45,visit,"2023-01-30 00:00:00"
134,45,visit,"2023-01-25 00:00:00"
135,45,visit,"2023-01-26 00:00:00"
136,46,visit,"2023-08-04 00:00:00"
137,46,visit,"2023-08-02 00:00:00"
138,46,visit,"2023-08-07 00:00:00"
139,47,visit,"2023-09-17 00:00:00"
140,47,visit,"2023-09-14 00:00:00"
141,47,visit,"2023-09-19 00:00:00"
142,48,visit,"2024-02-13 00:00:00"
143,48,visit,"2024-02-16 00:00:00"
144,48,visit,"2024-02-17 00:00:00"
145,49,visit,"2024-03-22 00:00:00"
146,49,visit,"2024-03-18 00:00:00"
147,49,visit,"2024-03-25 00:00:00"
148,50,visit,"2024-02-25 00:00:00"
149,50,visit,"2024-02-16 00:00:00"
150,50,visit,"2024-02-22 00:00:00"
151,51,visit,"2023-07-29 00:00:00"
152,51,visit,"2023-07-30 00:00:00"
153,51,visit,"2023-08-03 00:00:00"
154,52,visit,"2024-02-21 00:00:00"
155,52,visit,"2024-02-25 00:00:00"
156,52,visit,"2024-02-25 00:00:00"
157,53,visit,"2023-06-06 00:00:00"
158,53,visit,"2023-06-04 00:00:00"
159,53,visit,"2023-06-03 00:00:00"
160,54,visit,"2023-01-13 00:00:00"
161,54,visit,"2023-01-07 00:00:00"
162,54,visit,"2023-01-10 00:00:00"
163,55,visit,"2023-07-30 00:00:00"
164,55,visit,"2023-07-27 00:00:00"
165,55,visit,"2023-08-01 00:00:00"
166,56,visit,"2024-05-29 00:00:00"
167,56,visit,"2024-05-30 00:00:00"
168,56,visit,"2024-05-31 00:00:00"
169,57,visit,"2023-10-11 00:00:00"
170,57,visit,"2023-10-04 00:00:00"
171,57,visit,"2023-10-07 00:00:00"
172,58,visit,"2024-06-10 00:00:00"
173,58,visit,"2024-06-14 00:00:00"
174,58,visit,"2024-06-12 00:00:00"
175,59,visit,"2023-07-28 00:00:00"
176,59,visit,"2023-07-30 00:00:00"
177,59,visit,"2023-07-28 00:00:00"
178,60,visit,"2024-02-05 00:00:00"
179,60,visit,"2024-02-11 00:00:00"
180,60,visit,"2024-02-07 00:00:00"
181,61,visit,"2023-09-04 00:00:00"
182,61,visit,"2023-09-04 00:00:00"
183,61,visit,"2023-08-26 00:00:00"
184,62,visit,"2023-12-11 00:00:00"
185,62,visit,"2023-12-10 00:00:00"
186,62,visit,"2023-12-11 00:00:00"
187,63,visit,"2023-11-22 00:00:00"
188,63,visit,"2023-11-27 00:00:00"
189,63,visit,"2023-11-28 00:00:00"
190,64,visit,"2023-03-24 00:00:00"
191,64,visit,"2023-03-18 00:00:00"
192,64,visit,"2023-03-24 00:00:00"
193,65,visit,"2023-07-23 00:00:00"
194,65,visit,"2023-07-18 00:00:00"
195,65,visit,"2023-07-23 00:00:00"
196,66,visit,"2023-08-18 00:00:00"
197,66,visit,"2023-08-16 00:00:00"
198,66,visit,"2023-08-22 00:00:00"
199,67,visit,"2023-02-09 00:00:00"
200,67,visit,"2023-02-05 00:00:00"
201,67,visit,"2023-02-04 00:00:00"
202,68,visit,"2023-08-17 00:00:00"
203,68,visit,"2023-08-17 00:00:00"
204,68,visit,"2023-08-12 00:00:00"
205,69,visit,"2024-05-11 00:00:00"
206,69,visit,"2024-05-11 00:00:00"
207,69,visit,"2024-05-11 00:00:00"
208,70,visit,"2022-12-29 00:00:00"
209,70,visit,"2023-01-02 00:00:00"
210,70,visit,"2023-01-07 00:00:00"
211,71,visit,"2023-12-13 00:00:00"
212,71,visit,"2023-12-15 00:00:00"
213,71,visit,"2023-12-09 00:00:00"
214,72,visit,"2024-04-15 00:00:00"
215,72,visit,"2024-04-16 00:00:00"
216,72,visit,"2024-04-15 00:00:00"
217,73,visit,"2023-01-02 00:00:00"
218,73,visit,"2023-01-07 00:00:00"
219,73,visit,"2023-01-08 00:00:00"
220,74,visit,"2023-10-21 00:00:00"
221,74,visit,"2023-10-16 00:00:00"
222,74,visit,"2023-10-17 00:00:00"
223,75,visit,"2023-01-07 00:00:00"
224,75,visit,"2023-01-06 00:00:00"
225,75,visit,"2023-01-04 00:00:00"
226,76,visit,"2024-02-05 00:00:00"
227,76,visit,"2024-02-04 00:00:00"
228,76,visit,"2024-02-02 00:00:00"
229,77,visit,"2023-12-02 00:00:00"
230,77,visit,"2023-12-02 00:00:00"
231,77,visit,"2023-12-06 00:00:00"
232,78,visit,"2024-02-19 00:00:00"
233,78,visit,"2024-02-22 00:00:00"
234,78,visit,"2024-02-17 00:00:00"
235,79,visit,"2024-04-21 00:00:00"
236,79,visit,"2024-04-15 00:00:00"
237,79,visit,"2024-04-20 00:00:00"
238,80,visit,"2023-10-06 00:00:00"
239,80,visit,"2023-10-03 00:00:00"
240,80,visit,"2023-10-05 00:00:00"
241,81,visit,"2023-06-05 00:00:00"
242,81,visit,"2023-06-05 00:00:00"
243,81,visit,"2023-06-03 00:00:00"
244,82,visit,"2024-01-18 00:00:00"
245,82,visit,"2024-01-15 00:00:00"
246,82,visit,"2024-01-18 00:00:00"
247,83,visit,"2023-03-19 00:00:00"
248,83,visit,"2023-03-19 00:00:00"
249,83,visit,"2023-03-23 00:00:00"
250,84,visit,"2023-12-14 00:00:00"
251,84,visit,"2023-12-11 00:00:00"
252,84,visit,"2023-12-15 00:00:00"
253,85,visit,"2023-06-01 00:00:00"
254,85,visit,"2023-06-02 00:00:00"
255,85,visit,"2023-05-29 00:00:00"
256,86,visit,"2023-12-17 00:00:00"
257,86,visit,"2023-12-19 00:00:00"
258,86,visit,"2023-12-18 00:00:00"
259,87,visit,"2023-03-01 00:00:00"
260,87,visit,"2023-03-09 00:00:00"
261,87,visit,"2023-03-04 00:00:00"
262,88,visit,"2023-04-12 00:00:00"
263,88,visit,"2023-04-08 00:00:00"
264,88,visit,"2023-04-07 00:00:00"
265,89,visit,"2024-04-22 00:00:00"
266,89,visit,"2024-04-23 00:00:00"
267,89,visit,"2024-04-15 00:00:00"
268,90,visit,"2023-07-12 00:00:00"
269,90,visit,"2023-07-15 00:00:00"
270,90,visit,"2023-07-18 00:00:00"
271,91,visit,"2024-01-22 00:00:00"
272,91,visit,"2024-01-17 00:00:00"
273,91,visit,"2024-01-16 00:00:00"
274,92,visit,"2023-03-11 00:00:00"
275,92,visit,"2023-03-03 00:00:00"
276,92,visit,"2023-03-02 00:00:00"
277,93,visit,"2024-02-04 00:00:00"
278,93,visit,"2024-02-04 00:00:00"
279,93,visit,"2024-02-02 00:00:00"
280,94,visit,"2023-07-19 00:00:00"
281,94,visit,"2023-07-19 00:00:00"
282,94,visit,"2023-07-24 00:00:00"
283,95,visit,"2023-01-11 00:00:00"
284,95,visit,"2023-01-09 00:00:00"
285,95,visit,"2023-01-16 00:00:00"
286,96,visit,"2024-06-19 00:00:00"
287,96,visit,"2024-06-10 00:00:00"
288,96,visit,"2024-06-13 00:00:00"
289,97,visit,"2023-02-05 00:00:00"
290,97,visit,"2023-01-31 00:00:00"
291,97,visit,"2023-02-07 00:00:00"
292,98,visit,"2023-01-01 00:00:00"
293,98,visit,"2022-12-25 00:00:00"
294,98,visit,"2022-12-27 00:00:00"
295,99,visit,"2024-05-24 00:00:00"
296,99,visit,"2024-05-17 00:00:00"
297,99,visit,"2024-05-15 00:00:00"
298,100,visit,"2023-07-01 00:00:00"
299,100,visit,"2023-07-04 00:00:00"
300,100,visit,"2023-07-04 00:00:00"
301,101,visit,"2024-04-01 00:00:00"
302,101,visit,"2024-04-03 00:00:00"
303,101,visit,"2024-03-31 00:00:00"
304,102,visit,"2024-02-11 00:00:00"
305,102,visit,"2024-02-14 00:00:00"
306,102,visit,"2024-02-11 00:00:00"
307,103,visit,"2024-05-31 00:00:00"
308,103,visit,"2024-05-25 00:00:00"
309,103,visit,"2024-05-30 00:00:00"
310,104,visit,"2024-04-06 00:00:00"
311,104,visit,"2024-04-08 00:00:00"
312,104,visit,"2024-04-02 00:00:00"
313,105,visit,"2023-11-15 00:00:00"
314,105,visit,"2023-11-08 00:00:00"
315,105,visit,"2023-11-10 00:00:00"
316,106,visit,"2023-05-04 00:00:00"
317,106,visit,"2023-05-08 00:00:00"
318,106,visit,"2023-05-09 00:00:00"
319,107,visit,"2023-11-01 00:00:00"
320,107,visit,"2023-11-07 00:00:00"
321,107,visit,"2023-11-06 00:00:00"
322,108,visit,"2024-01-21 00:00:00"
323,108,visit,"2024-01-21 00:00:00"
324,108,visit,"2024-01-24 00:00:00"
325,109,visit,"2023-10-31 00:00:00"
326,109,visit,"2023-10-31 00:00:00"
327,109,visit,"2023-10-26 00:00:00"
328,110,visit,"2023-05-17 00:00:00"
329,110,visit,"2023-05-16 00:00:00"
330,110,visit,"2023-05-17 00:00:00"
331,111,visit,"2024-01-11 00:00:00"
332,111,visit,"2024-01-11 00:00:00"
333,111,visit,"2024-01-12 00:00:00"
334,112,visit,"2023-07-21 00:00:00"
335,112,visit,"2023-07-20 00:00:00"
336,112,visit,"2023-07-22 00:00:00"
337,113,visit,"2024-06-08 00:00:00"
338,113,visit,"2024-06-13 00:00:00"
339,113,visit,"2024-06-16 00:00:00"
340,114,visit,"2023-07-20 00:00:00"
341,114,visit,"2023-07-22 00:00:00"
342,114,visit,"2023-07-22 00:00:00"
343,115,visit,"2023-11-17 00:00:00"
344,115,visit,"2023-11-21 00:00:00"
345,115,visit,"2023-11-22 00:00:00"
346,116,visit,"2024-03-04 00:00:00"
347,116,visit,"2024-03-02 00:00:00"
348,116,visit,"2024-03-05 00:00:00"
349,117,visit,"2023-12-15 00:00:00"
350,117,visit,"2023-12-08 00:00:00"
351,117,visit,"2023-12-09 00:00:00"
352,118,visit,"2023-08-11 00:00:00"
353,118,visit,"2023-08-04 00:00:00"
354,118,visit,"2023-08-05 00:00:00"
355,119,visit,"2023-09-19 00:00:00"
356,119,visit,"2023-09-15 00:00:00"
357,119,visit,"2023-09-14 00:00:00"
358,120,visit,"2024-03-19 00:00:00"
359,120,visit,"2024-03-20 00:00:00"
360,120,visit,"2024-03-22 00:00:00"
361,121,visit,"2024-03-06 00:00:00"
362,121,visit,"2024-03-05 00:00:00"
363,121,visit,"2024-03-10 00:00:00"
364,122,visit,"2023-07-24 00:00:00"
365,122,visit,"2023-07-22 00:00:00"
366,122,visit,"2023-07-23 00:00:00"
367,123,visit,"2023-03-28 00:00:00"
368,123,visit,"2023-03-31 00:00:00"
369,123,visit,"2023-03-27 00:00:00"
370,124,visit,"2023-02-13 00:00:00"
371,124,visit,"2023-02-13 00:00:00"
372,124,visit,"2023-02-13 00:00:00"
373,125,visit,"2023-12-28 00:00:00"
374,125,visit,"2023-12-26 00:00:00"
375,125,visit,"2023-12-27 00:00:00"
376,126,visit,"2023-09-21 00:00:00"
377,126,visit,"2023-09-21 00:00:00"
378,126,visit,"2023-09-23 00:00:00"
379,127,visit,"2024-02-01 00:00:00"
380,127,visit,"2024-02-01 00:00:00"
381,127,visit,"2024-02-02 00:00:00"
382,128,visit,"2024-03-04 00:00:00"
383,128,visit,"2024-03-01 00:00:00"
384,128,visit,"2024-02-25 00:00:00"
385,129,visit,"2023-04-14 00:00:00"
386,129,visit,"2023-04-15 00:00:00"
387,129,visit,"2023-04-13 00:00:00"
388,130,visit,"2023-03-28 00:00:00"
389,130,visit,"2023-03-24 00:00:00"
390,130,visit,"2023-04-01 00:00:00"
391,131,visit,"2023-03-24 00:00:00"
392,131,visit,"2023-03-16 00:00:00"
393,131,visit,"2023-03-22 00:00:00"
394,132,visit,"2023-07-11 00:00:00"
395,132,visit,"2023-07-10 00:00:00"
396,132,visit,"2023-07-10 00:00:00"
397,133,visit,"2024-03-22 00:00:00"
398,133,visit,"2024-03-22 00:00:00"
399,133,visit,"2024-03-30 00:00:00"
400,134,visit,"2023-04-27 00:00:00"
401,134,visit,"2023-05-03 00:00:00"
402,134,visit,"2023-04-26 00:00:00"
403,135,visit,"2024-06-06 00:00:00"
404,135,visit,"2024-06-03 00:00:00"
405,135,visit,"2024-06-04 00:00:00"
406,136,visit,"2023-12-27 00:00:00"
407,136,visit,"2024-01-03 00:00:00"
408,136,visit,"2023-12-25 00:00:00"
409,137,visit,"2023-12-25 00:00:00"
410,137,visit,"2023-12-23 00:00:00"
411,137,visit,"2023-12-29 00:00:00"
412,138,visit,"2024-06-08 00:00:00"
413,138,visit,"2024-06-08 00:00:00"
414,138,visit,"2024-06-09 00:00:00"
415,139,visit,"2023-05-07 00:00:00"
416,139,visit,"2023-05-09 00:00:00"
417,139,visit,"2023-05-08 00:00:00"
418,140,visit,"2023-10-07 00:00:00"
419,140,visit,"2023-10-08 00:00:00"
420,140,visit,"2023-10-07 00:00:00"
421,141,visit,"2023-03-24 00:00:00"
422,141,visit,"2023-03-22 00:00:00"
423,141,visit,"2023-03-21 00:00:00"
424,142,visit,"2024-03-08 00:00:00"
425,142,visit,"2024-03-04 00:00:00"
426,142,visit,"2024-03-03 00:00:00"
427,143,visit,"2023-04-24 00:00:00"
428,143,visit,"2023-04-24 00:00:00"
429,143,visit,"2023-04-26 00:00:00"
430,144,visit,"2023-01-11 00:00:00"
431,144,visit,"2023-01-09 00:00:00"
432,144,visit,"2023-01-16 00:00:00"
433,145,visit,"2023-01-31 00:00:00"
434,145,visit,"2023-02-01 00:00:00"
435,145,visit,"2023-02-01 00:00:00"
436,146,visit,"2024-01-19 00:00:00"
437,146,visit,"2024-01-18 00:00:00"
438,146,visit,"2024-01-21 00:00:00"
439,147,visit,"2024-05-25 00:00:00"
440,147,visit,"2024-05-28 00:00:00"
441,147,visit,"2024-05-23 00:00:00"
442,148,visit,"2023-04-28 00:00:00"
443,148,visit,"2023-04-28 00:00:00"
444,148,visit,"2023-04-28 00:00:00"
445,149,visit,"2024-02-09 00:00:00"
446,149,visit,"2024-02-13 00:00:00"
447,149,visit,"2024-02-11 00:00:00"
448,150,visit,"2023-07-07 00:00:00"
449,150,visit,"2023-07-07 00:00:00"
450,150,visit,"2023-07-04 00:00:00"
451,151,visit,"2023-02-15 00:00:00"
452,151,visit,"2023-02-14 00:00:00"
453,151,visit,"2023-02-17 00:00:00"
454,152,visit,"2023-08-01 00:00:00"
455,152,visit,"2023-07-25 00:00:00"
456,152,visit,"2023-07-25 00:00:00"
457,153,visit,"2023-06-13 00:00:00"
458,153,visit,"2023-06-11 00:00:00"
459,153,visit,"2023-06-10 00:00:00"
460,154,visit,"2023-10-14 00:00:00"
461,154,visit,"2023-10-18 00:00:00"
462,154,visit,"2023-10-19 00:00:00"
463,155,visit,"2024-03-21 00:00:00"
464,155,visit,"2024-03-22 00:00:00"
465,155,visit,"2024-03-17 00:00:00"
466,156,visit,"2024-06-15 00:00:00"
467,156,visit,"2024-06-12 00:00:00"
468,156,visit,"2024-06-14 00:00:00"
469,157,visit,"2023-04-23 00:00:00"
470,157,visit,"2023-04-18 00:00:00"
471,157,visit,"2023-04-24 00:00:00"
472,158,visit,"2024-02-08 00:00:00"
473,158,visit,"2024-02-08 00:00:00"
474,158,visit,"2024-02-02 00:00:00"
475,159,visit,"2024-02-27 00:00:00"
476,159,visit,"2024-02-27 00:00:00"
477,159,visit,"2024-02-23 00:00:00"
478,160,visit,"2024-04-03 00:00:00"
479,160,visit,"2024-04-09 00:00:00"
480,160,visit,"2024-04-04 00:00:00"
481,161,visit,"2024-04-21 00:00:00"
482,161,visit,"2024-04-17 00:00:00"
483,161,visit,"2024-04-20 00:00:00"
484,162,visit,"2023-03-07 00:00:00"
485,162,visit,"2023-03-14 00:00:00"
486,162,visit,"2023-03-13 00:00:00"
487,163,visit,"2024-03-29 00:00:00"
488,163,visit,"2024-03-28 00:00:00"
489,163,visit,"2024-04-03 00:00:00"
490,164,visit,"2024-01-03 00:00:00"
491,164,visit,"2023-12-30 00:00:00"
492,164,visit,"2024-01-07 00:00:00"
493,165,visit,"2023-08-19 00:00:00"
494,165,visit,"2023-08-11 00:00:00"
495,165,visit,"2023-08-15 00:00:00"
496,166,visit,"2023-07-29 00:00:00"
497,166,visit,"2023-08-03 00:00:00"
498,166,visit,"2023-07-27 00:00:00"
499,167,visit,"2023-12-16 00:00:00"
500,167,visit,"2023-12-18 00:00:00"
501,167,visit,"2023-12-17 00:00:00"
502,168,visit,"2023-09-17 00:00:00"
503,168,visit,"2023-09-22 00:00:00"
504,168,visit,"2023-09-23 00:00:00"
505,169,visit,"2023-07-27 00:00:00"
506,169,visit,"2023-08-03 00:00:00"
507,169,visit,"2023-08-03 00:00:00"
508,170,visit,"2023-06-19 00:00:00"
509,170,visit,"2023-06-25 00:00:00"
510,170,visit,"2023-06-22 00:00:00"
511,171,visit,"2023-12-10 00:00:00"
512,171,visit,"2023-12-07 00:00:00"
513,171,visit,"2023-12-12 00:00:00"
514,172,visit,"2024-04-06 00:00:00"
515,172,visit,"2024-04-02 00:00:00"
516,172,visit,"2024-04-01 00:00:00"
517,173,visit,"2023-06-17 00:00:00"
518,173,visit,"2023-06-26 00:00:00"
519,173,visit,"2023-06-20 00:00:00"
520,174,visit,"2023-02-26 00:00:00"
521,174,visit,"2023-02-24 00:00:00"
522,174,visit,"2023-02-26 00:00:00"
523,175,visit,"2023-05-19 00:00:00"
524,175,visit,"2023-05-18 00:00:00"
525,175,visit,"2023-05-17 00:00:00"
526,176,visit,"2024-03-08 00:00:00"
527,176,visit,"2024-03-06 00:00:00"
528,176,visit,"2024-03-13 00:00:00"
529,177,visit,"2023-09-26 00:00:00"
530,177,visit,"2023-09-23 00:00:00"
531,177,visit,"2023-09-21 00:00:00"
532,178,visit,"2023-09-27 00:00:00"
533,178,visit,"2023-09-26 00:00:00"
534,178,visit,"2023-09-20 00:00:00"
535,179,visit,"2023-10-11 00:00:00"
536,179,visit,"2023-10-10 00:00:00"
537,179,visit,"2023-10-12 00:00:00"
538,180,visit,"2023-11-29 00:00:00"
539,180,visit,"2023-12-04 00:00:00"
540,180,visit,"2023-11-28 00:00:00"
541,181,visit,"2023-08-12 00:00:00"
542,181,visit,"2023-08-13 00:00:00"
543,181,visit,"2023-08-15 00:00:00"
544,182,visit,"2022-12-28 00:00:00"
545,182,visit,"2022-12-25 00:00:00"
546,182,visit,"2023-01-03 00:00:00"
547,183,visit,"2023-09-12 00:00:00"
548,183,visit,"2023-09-05 00:00:00"
549,183,visit,"2023-09-09 00:00:00"
550,184,visit,"2024-04-01 00:00:00"
551,184,visit,"2024-03-27 00:00:00"
552,184,visit,"2024-03-23 00:00:00"
553,185,visit,"2024-01-31 00:00:00"
554,185,visit,"2024-02-06 00:00:00"
555,185,visit,"2024-02-02 00:00:00"
556,186,visit,"2023-09-03 00:00:00"
557,186,visit,"2023-08-29 00:00:00"
558,186,visit,"2023-08-27 00:00:00"
559,187,visit,"2024-02-24 00:00:00"
560,187,visit,"2024-02-25 00:00:00"
561,187,visit,"2024-02-25 00:00:00"
562,188,visit,"2024-02-12 00:00:00"
563,188,visit,"2024-02-16 00:00:00"
564,188,visit,"2024-02-21 00:00:00"
565,189,visit,"2023-03-05 00:00:00"
566,189,visit,"2023-03-11 00:00:00"
567,189,visit,"2023-03-10 00:00:00"
568,190,visit,"2024-04-22 00:00:00"
569,190,visit,"2024-04-19 00:00:00"
570,190,visit,"2024-04-22 00:00:00"
571,191,visit,"2024-05-03 00:00:00"
572,191,visit,"2024-04-30 00:00:00"
573,191,visit,"2024-04-27 00:00:00"
574,192,visit,"2023-04-08 00:00:00"
575,192,visit,"2023-04-12 00:00:00"
576,192,visit,"2023-04-06 00:00:00"
577,193,visit,"2023-11-27 00:00:00"
578,193,visit,"2023-12-05 00:00:00"
579,193,visit,"2023-11-29 00:00:00"
580,194,visit,"2023-09-09 00:00:00"
581,194,visit,"2023-09-09 00:00:00"
582,194,visit,"2023-09-03 00:00:00"
583,195,visit,"2023-08-20 00:00:00"
584,195,visit,"2023-08-21 00:00:00"
585,195,visit,"2023-08-21 00:00:00"
586,196,visit,"2023-11-16 00:00:00"
587,196,visit,"2023-11-09 00:00:00"
588,196,visit,"2023-11-12 00:00:00"
589,197,visit,"2023-06-07 00:00:00"
590,197,visit,"2023-06-01 00:00:00"
591,197,visit,"2023-06-05 00:00:00"
592,198,visit,"2023-06-11 00:00:00"
593,198,visit,"2023-06-12 00:00:00"
594,198,visit,"2023-06-18 00:00:00"
595,199,visit,"2024-05-30 00:00:00"
596,199,visit,"2024-05-30 00:00:00"
597,199,visit,"2024-06-01 00:00:00"
598,200,visit,"2023-12-03 00:00:00"
599,200,visit,"2023-11-28 00:00:00"
600,200,visit,"2023-12-05 00:00:00"
601,201,visit,"2023-12-21 00:00:00"
602,201,visit,"2023-12-18 00:00:00"
603,201,visit,"2023-12-15 00:00:00"
604,202,visit,"2023-05-29 00:00:00"
605,202,visit,"2023-05-27 00:00:00"
606,202,visit,"2023-05-31 00:00:00"
607,203,visit,"2024-03-29 00:00:00"
608,203,visit,"2024-03-26 00:00:00"
609,203,visit,"2024-03-26 00:00:00"
610,204,visit,"2023-08-01 00:00:00"
611,204,visit,"2023-07-30 00:00:00"
612,204,visit,"2023-08-02 00:00:00"
613,205,visit,"2023-11-11 00:00:00"
614,205,visit,"2023-11-04 00:00:00"
615,205,visit,"2023-11-06 00:00:00"
616,206,visit,"2024-02-06 00:00:00"
617,206,visit,"2024-02-10 00:00:00"
618,206,visit,"2024-02-10 00:00:00"
619,207,visit,"2024-04-18 00:00:00"
620,207,visit,"2024-04-17 00:00:00"
621,207,visit,"2024-04-13 00:00:00"
622,208,visit,"2024-05-25 00:00:00"
623,208,visit,"2024-05-29 00:00:00"
624,208,visit,"2024-05-28 00:00:00"
625,209,visit,"2024-04-13 00:00:00"
626,209,visit,"2024-04-11 00:00:00"
627,209,visit,"2024-04-04 00:00:00"
628,210,visit,"2023-01-17 00:00:00"
629,210,visit,"2023-01-17 00:00:00"
630,210,visit,"2023-01-26 00:00:00"
631,211,visit,"2023-01-23 00:00:00"
632,211,visit,"2023-01-25 00:00:00"
633,211,visit,"2023-01-20 00:00:00"
634,212,visit,"2023-10-20 00:00:00"
